Account Name;Invoice Number;Invoice Date;Item Description;Category;Quantity;Sales
SBH;1235689;26 Feb 20;Daycase Outpatient Drug Presc PK=250;Other;1;14.3
SBH;1238747;14 Jan 20;EXPANDING BOX BE OD A-Z;Filing & Solutions;1;14.19
SBH;1233536;25 Feb 20;EXPANDING BOX BE OD A-Z;Filing & Solutions;1;14.19
SBH;1238556;7 Mar 20;3 DRAWER OSCO MESH DRAWERS;GOS & Mailing;1;13.99
SBH;1238026;7 Feb 20;OPTIONAL ARMS OPERATORS CHAIR JURA;Furniture & Presentation;1;13.81
SBH;1231791;9 Mar 20;MAG BOARD 600HX900W MM;Furniture & Presentation;1;13.79
SBH;1232943;8 Jan 20;MAG BOARD 600HX900W MM;Furniture & Presentation;1;13.79
SBH;1238380;3 Jan 20;MAG BOARD 600HX900W MM;Furniture & Presentation;1;13.79
SBH;1238750;14 Jan 20;MAG BOARD 600HX900W MM;Furniture & Presentation;1;13.79
SBH;1238750;14 Jan 20;PK6 WHITEBOARD MARKERS ASST STAEDTLER;Writing & Machines;1;13.79
SBH;1239298;17 Jan 20;PK6 WHITEBOARD MARKERS ASST STAEDTLER;Writing & Machines;1;13.79
SBH;1237785;16 Jun 20;MAG BOARD 600HX900W MM;Furniture & Presentation;1;13.79
SBH;1238953;30 May 20;REUSABLE SECURITY CASH BAG 267X290X50MM;Furniture & Presentation;1;13.49
SBH;1230411;27 May 20;PK25 LBL LSR L/ARCH SPNE 4/SHT AVRY;Paper, Envelopes & Labels;1;13.1
SBH;1239615;14 Mar 20;PK25 LBL LSR L/ARCH SPNE 4/SHT AVRY;Paper, Envelopes & Labels;1;13.1
SBH;1230460;28 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1232272;21 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1232958;11 May 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1233023;3 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1235439;31 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1235677;27 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1235692;26 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1235722;23 Jan 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1235950;17 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1236064;4 May 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1236793;28 Apr 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1238066;21 May 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1238512;12 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1238684;26 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1239497;26 Mar 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1239523;5 Feb 20;PK36 TOILET TISSUES WHITE 2PLY 250 SHEET;Cleaning, Hygiene & Workwear;1;12.67
SBH;1236228;5 Feb 20;INKJET CARTRIDGE COLOUR HP 301;Ink & Toner & Hardware;1;12.64
SBH;1238301;14 Feb 20;INKJET CARTRIDGE COLOUR HP 301;Ink & Toner & Hardware;1;12.64
SBH;1235382;7 Jan 20;PK100 SQ CUT FOLDERS BE/PASTEL OD F/SCAP;Filing & Solutions;1;12.63
SBH;1235382;7 Jan 20;PK100 SQ CUT FLDRS YW OD;Filing & Solutions;1;12.63
SBH;1235382;7 Jan 20;PK100 SQUARE CUT MED WEIGHT FOLDERS BUFF;Filing & Solutions;1;12.63
SBH;1235908;6 Feb 20;PK100 SQ CUT FLDRS YW OD;Filing & Solutions;1;12.63
SBH;1238556;7 Mar 20;GY BOX 5 DRAWER-GREY DRW CLOSED;GOS & Mailing;1;12.4
SBH;1233951;5 Jun 20;EUROBOX CLEAR WITH LID 35L;Filing & Solutions;1;12.01
SBH;1239294;17 Jan 20;PENTEL N50 BULLET POINT BLACK BX12;Writing & Machines;1;12.01
SBH;1232585;6 Mar 20;PK50 DOCUMENT WALLETS YELLOW OD 285GSM;Filing & Solutions;1;11.9
SBH;1235865;12 Feb 20;PK50DOC WALLETS GREEN OD FOOLSCAP 285GSM;Filing & Solutions;1;11.9
SBH;1238301;14 Feb 20;COMPATIBLE HP NO344 COL;Ink & Toner & Hardware;1;11.85
SBH;1235382;7 Jan 20;PK100SQUARE CUT FOLDERS F/SCAP RD 180GSM;Filing & Solutions;1;11.36
SBH;1239210;22 Jan 20;PK25 REPORT FILE A4 BLUE;Filing & Solutions;1;11.03
SBH;1237752;29 Feb 20;SPEAKER SET BK WE EWENT 2.0 USB;Technology & Computing;1;10.99
SBH;1237981;23 Apr 20;SPEAKER SET BK WE EWENT 2.0 USB;Technology & Computing;1;10.99
SBH;1236587;19 May 20;TAPES BLACK ON YELLW 12MM BROTHER TZE631;Writing & Machines;1;10.97
SBH;1234411;29 May 20;TAPES BLACK ON YELLW 12MM BROTHER TZE631;Writing & Machines;1;10.97
SBH;1239099;20 Jan 20;LUMOCOLOR S/FINE 313PE BK BOX 10;Writing & Machines;1;10.92
SBH;1235303;20 Feb 20;TRODAT COLOR WRDSTMP PRIVCFDL 43360;Writing & Machines;1;10.76
SBH;1237842;24 Feb 20;RM COPY PAPER A4 ND 80GS;Paper, Envelopes & Labels;1;10.56
SBH;1238924;12 Mar 20;INDOOR VALUE DOORMAT GY 60X90;Furniture & Presentation;1;10.49
SBH;1239616;14 Mar 20;INDOOR VALUE DOORMAT GY 60X90;Furniture & Presentation;1;10.49
SBH;1236585;19 May 20;PK100 BAGS WRITE-ON NICEDAY;GOS & Mailing;1;10.36
SBH;1230366;13 May 20;NBRD FELT AL BE 900X1200;Furniture & Presentation;1;10.33
SBH;1238928;24 Jan 20;Private Admission Summary Care bx500;Other;1;10.3
SBH;1231897;13 May 20;PK50 BUBBLE ENV WE F/3 220X330;GOS & Mailing;1;10.15
SBH;1237705;6 Jun 20;Generic Blood Trans Form with Pad PK=50;Other;1;10.15
SBH;1238683;14 Jan 20;PK100 CLEAR LAMINATING POUC A4 150MIC OD;Writing & Machines;1;9.95
SBH;1230150;21 May 20;PK100 CLEAR LAMINATING POUC A4 150MIC OD;Writing & Machines;1;9.95
SBH;1231699;6 May 20;PK100 CLEAR LAMINATING POUC A4 150MIC OD;Writing & Machines;1;9.95
SBH;1232797;18 Feb 20;PK100 CLEAR LAMINATING POUC A4 150MIC OD;Writing & Machines;1;9.95
SBH;1234286;1 Feb 20;PK10 L/COLOUR OHP PEN FINE PERM BK;Writing & Machines;1;9.83
SBH;1230410;27 May 20;PK10 L/COLOUR OHP PEN FINE PERM BK;Writing & Machines;1;9.83
SBH;1236228;5 Feb 20;INKJET CARTRIDGE BLACK HP 301;Ink & Toner & Hardware;1;9.83
SBH;1237293;18 Mar 20;PK10 L/COLOUR OHP PEN FINE PERM BK;Writing & Machines;1;9.83
SBH;1237581;29 Jan 20;PK10 L/COLOUR OHP PEN FINE PERM BK;Writing & Machines;1;9.83
SBH;1238661;23 Apr 20;PK10 L/COLOUR OHP PEN FINE PERM BK;Writing & Machines;1;9.83
SBH;1230876;28 Jan 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;1;9.72
SBH;1237421;10 Feb 20;PK36 TOILET TISSUE ROLLS 2PLY 320 SHEETS;Cleaning, Hygiene & Workwear;1;9.72
SBH;1235838;15 Feb 20;PK50 BALLP YW STICK ASS;Writing & Machines;1;9.67
SBH;1234841;6 May 20;BK FELLOWES GEL REST;Furniture & Presentation;1;9.67
SBH;1234803;22 Feb 20;PK2 BLEACH NICEDAY 5L;Cleaning, Hygiene & Workwear;1;9.59
SBH;1239600;25 Feb 20;PK4 BATTERY ENERGIZER RECHARGEABLE AA;Technology & Computing;1;9.23
SBH;1236621;27 May 20;PK4 BATTERY ENERGIZER RECHARGEABLE AA;Technology & Computing;1;9.23
SBH;1238555;7 Mar 20;PK100 PLASTIC FILING CLIPS BLUE SSECO;Filing & Solutions;1;9.19
SBH;1239635;25 Feb 20;Disch Pat Drug Pres Record Chart PK=250;Other;1;9.09
SBH;1233011;11 Jan 20;INK CARTRIDGE YELLOW OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1233011;11 Jan 20;INK CARTRIDGE MAGENTA OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1233011;11 Jan 20;INK CARTRIDGE CYAN OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1239118;12 Mar 20;INK CARTRIDGE MAGENTA OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1239118;12 Mar 20;INK CARTRIDGE YELLOW OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1239118;12 Mar 20;INK CARTRIDGE CYAN OD HP NO935XL;Ink & Toner & Hardware;1;8.99
SBH;1231699;6 May 20;TAPES BLACK ON WHT 12MM BROTHER TZE-231;Writing & Machines;1;8.86
SBH;1230223;25 Feb 20;PK24 FACIAL TISSUE WE NORTHWOOD 2 PLY;Cleaning, Hygiene & Workwear;1;8.79
SBH;1234286;1 Feb 20;LUMOCOLR OHP PEN NON PERM BK 316-9 BOX10;Writing & Machines;1;8.72
SBH;1234294;10 Mar 20;TAPE BLACK/WHITE DYMO 12MMX7M;Writing & Machines;1;8.68
SBH;1235076;13 Mar 20;TAPE BLACK/WHITE DYMO 12MMX7M;Writing & Machines;1;8.68
SBH;1236413;30 Mar 20;WHITE HEAVY DUTY SWING BIN LINER CUBE;Cleaning, Hygiene & Workwear;1;8.63
SBH;1236409;30 Mar 20;RM500  PPR  RD OD CONTR A4 80G;Paper, Envelopes & Labels;1;8.61
SBH;1230036;9 Jan 20;MOP AND HANDLE RED EXEL REVOLUTION;Cleaning, Hygiene & Workwear;1;8.5
SBH;1239500;11 Feb 20;PK 12 BATTERY ALKALINE C IB;Technology & Computing;1;8.5
SBH;1237363;31 Mar 20;April Label    BOX=1000;Other;1;8.45
SBH;1236633;11 Jun 20;NHS Folders stickers 250 RL=1;Other;1;8.33
SBH;1231077;19 Feb 20;PK10 RING BR A4 PL OD 2R;Filing & Solutions;1;8.29
SBH;1230004;8 Apr 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1230723;16 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1230857;16 Jun 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1231002;16 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1231727;1 Apr 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1232847;4 Jun 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1233023;3 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1233245;20 Feb 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1233617;9 Apr 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1235384;7 Jan 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1235439;31 Jan 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1235692;26 Feb 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1235722;23 Jan 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236064;4 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236147;15 Jan 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236543;27 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236711;16 Jan 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236862;14 Apr 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1236942;18 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1237590;15 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1238066;21 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1238512;12 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1238530;7 Mar 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1238568;3 Apr 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1239050;30 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1239051;30 May 20;BLACK MEDIUM DUTY REFUSE SACK DISPENSER;Cleaning, Hygiene & Workwear;1;8.2
SBH;1238383;3 Jan 20;PK12 BATTERY DURACELL AA;Technology & Computing;1;7.99
SBH;1234283;1 Feb 20;LEVER ARCH STORAGE UNIT WHITE;Filing & Solutions;1;7.74
SBH;1233407;16 Jan 20;PK6 ROLL 2 PLY BLUE CENTREFEED 150M;Cleaning, Hygiene & Workwear;1;7.71
SBH;1233301;20 Feb 20;PK100 SQ CUT FOLDERS GN F/SCAP OD 285GSM;Filing & Solutions;1;7.57
SBH;1238556;7 Mar 20;PK100 SQ CUT FOLDERS GN F/SCAP OD 285GSM;Filing & Solutions;1;7.57
SBH;1239720;14 Mar 20;PK100 SQ CUT FOLDERS GN F/SCAP OD 285GSM;Filing & Solutions;1;7.57
SBH;1237728;6 Jun 20;RING BINDER RD A4 OD  60MM 4 RING;Filing & Solutions;1;7.43
SBH;1235382;7 Jan 20;BX500 ENVEL WE OD SS LFT WND C5 90;Paper, Envelopes & Labels;1;7.41
SBH;1237433;2 Apr 20;BX500 ENVEL WE OD SS LFT WND C5 90;Paper, Envelopes & Labels;1;7.41
SBH;1238747;14 Jan 20;BX500 ENVEL WE OD SS LFT WND C5 90;Paper, Envelopes & Labels;1;7.41
SBH;1238954;30 May 20;BX500 ENVEL WE OD SS LFT WND C5 90;Paper, Envelopes & Labels;1;7.41
SBH;1232316;21 Jan 20;Patient History Sheets  Box=500;Other;1;7.41
SBH;1232581;14 Feb 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1234680;28 Mar 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1238061;21 May 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1238731;23 Apr 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1238923;12 Mar 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1239220;14 Jan 20;PK200 REFUSE SACKS BK 10KG 457X737X965MM;Cleaning, Hygiene & Workwear;1;7.28
SBH;1235908;6 Feb 20;PK100 SQUARE CUT FOLDERS PK F/SCAP 250G;Filing & Solutions;1;7.16
SBH;1232585;6 Mar 20;PK100 SQ CUT FOLDERS BE OD F/SCAP 285GSM;Filing & Solutions;1;7.16
SBH;1230649;16 Jun 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1234731;13 Mar 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1236583;19 May 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1230149;21 May 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1235782;18 Feb 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1236161;7 Jan 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1237101;22 Apr 20;PK100 LAMINATING POUCH OD CLR A4 2X125MI;Writing & Machines;1;7.15
SBH;1237399;19 Feb 20;BX250 ENVELOPES WE OD SS LFT WND C4;Paper, Envelopes & Labels;1;7.09
SBH;1236306;13 Mar 20;February Label    Box=1000;Other;1;7.08
SBH;1235746;3 Jan 20;PK100 SQ CUT FOLDERS YW  F/SCAPP 285GSM;Filing & Solutions;1;6.98
SBH;1235187;28 Feb 20;PK100BUBBLE ENV WE MAILLITE 150X210;GOS & Mailing;1;6.82
SBH;1237195;29 Jan 20;PK100BUBBLE ENV WE MAILLITE 150X210;GOS & Mailing;1;6.82
SBH;1238089;18 Apr 20;PK100BUBBLE ENV WE MAILLITE 150X210;GOS & Mailing;1;6.82
SBH;1237753;29 Feb 20;PK500ENVELOPES PLAIN WE C5 OD  90GSM;Paper, Envelopes & Labels;1;6.76
SBH;1238689;14 Jan 20;PK500ENVELOPES PLAIN WE C5 OD  90GSM;Paper, Envelopes & Labels;1;6.76
SBH;1238927;24 Jan 20;PK500ENVELOPES PLAIN WE C5 OD  90GSM;Paper, Envelopes & Labels;1;6.76
SBH;1231129;29 Apr 20;BX100 LS LBS ND 139X99.1;Paper, Envelopes & Labels;1;6.68
SBH;1237864;6 Jun 20;PK12 TAPE RELIANCE MICROPOROUS 2.5CMX10M;Cleaning, Hygiene & Workwear;1;6.59
SBH;1237399;19 Feb 20;BOX NICEDAY WITH LID 42L;Filing & Solutions;1;6.57
SBH;1238749;14 Jan 20;PK100SQ CUT FLDER OE/PAST F/SCAP 180GSM;Filing & Solutions;1;6.55
SBH;1239233;13 May 20;PACK 50 LABELHOLDERS NICEDAY;Filing & Solutions;1;6.53
SBH;1237363;31 Mar 20;March Label    BOX=1000;Other;1;6.52
SBH;1230627;21 Apr 20;WIRED OPTICAL MOUSE ATIVA 2134;Technology & Computing;1;6.46
SBH;1237474;17 Apr 20;WIRED OPTICAL MOUSE ATIVA 2134;Technology & Computing;1;6.46
SBH;1237810;5 May 20;WIRED OPTICAL MOUSE ATIVA 2134;Technology & Computing;1;6.46
SBH;1238060;21 May 20;WIRED OPTICAL MOUSE ATIVA 2134;Technology & Computing;1;6.46
SBH;1236441;5 Mar 20;CLR MD REFUSE SACK DISP;Cleaning, Hygiene & Workwear;1;6.31
SBH;1234631;20 Feb 20;January Record Label   Each=Roll Of 1000;Other;1;6.24
SBH;1238952;30 May 20;PACK X 250 WHITE TAGS;GOS & Mailing;1;6.17
SBH;1231009;9 Apr 20;COVID19 TENT CARDS PK=10;Other;1;6
SBH;1233120;6 Jan 20;PK10 2RNG BR PP A4 BU OD;Filing & Solutions;1;5.95
SBH;1236444;23 Jan 20;PK10 2RNG BR PP A4 BU OD;Filing & Solutions;1;5.95
SBH;1237754;29 Feb 20;WALL CLOCK BK PLASTIC FRAME 31.5X31.5X5;Furniture & Presentation;1;5.84
SBH;1231449;27 Feb 20;WALL CLOCK BK PLASTIC FRAME 31.5X31.5X5;Furniture & Presentation;1;5.84
SBH;1239135;4 Mar 20;WALL CLOCK BK PLASTIC FRAME 31.5X31.5X5;Furniture & Presentation;1;5.84
SBH;1231273;21 Mar 20;RUBBER BANDS OD NATURAL 500G 120MMX8MM;GOS & Mailing;1;5.57
SBH;1232540;27 Mar 20;PK28 BATTERIES ATIVA PREMIUM ALKAL AA;Technology & Computing;1;5.53
SBH;1231024;24 Apr 20;PK28 BATTERIES ATIVA PREMIUM ALKAL AA;Technology & Computing;1;5.53
SBH;1235716;26 Feb 20;PK28 BATTERIES ATIVA PREMIUM ALKAL AA;Technology & Computing;1;5.53
SBH;1235866;12 Feb 20;PK5 ECONOMY PLAIN FLIPCHART 40 SHEETS A1;Furniture & Presentation;1;5.23
SBH;1233924;2 Jan 20;4L REALLY USEFUL BOX CL;Filing & Solutions;1;5.1
SBH;1239244;22 Jan 20;Oncology Menu PK=10;Other;1;5.08
SBH;1234601;11 Mar 20;RM500  PPR  GN OD CONTR A4 80G;Paper, Envelopes & Labels;1;5.04
SBH;1233545;14 May 20;Physiotherapy Spinal Objective  PK=50;Other;1;5
SBH;1231024;24 Apr 20;PK4 WHITEBOARD MARKER AS ND WBM2.5;Writing & Machines;1;4.99
SBH;1239500;11 Feb 20;PK4 WHITEBOARD MARKER AS ND WBM2.5;Writing & Machines;1;4.99
SBH;1239686;8 May 20;RING BR PP A4  RD OD 4R;Filing & Solutions;1;4.95
SBH;1234631;20 Feb 20;March Label    BOX=1000;Other;1;4.93
SBH;1238749;14 Jan 20;PK100 SQ CUT FLDRS BE OD;Filing & Solutions;1;4.92
SBH;1239673;9 Jan 20;TRODAT REPLACEMENT PADS 4750BK 83312 -C;Writing & Machines;1;4.8
SBH;1235473;31 Jan 20;RUBBER BANDS OD NATURAL 500G 150MMX6MM;GOS & Mailing;1;4.79
SBH;1230367;5 Mar 20;PK20 BALLPOINT RED NICEDAY STICK VISIBLE;Writing & Machines;1;4.72
SBH;1238539;12 Jun 20;ND BALLPNT VISIBLE STICK ASS X20;Writing & Machines;1;4.72
SBH;1239244;22 Jan 20;Reduced Day Case Menu PK=15;Other;1;4.62
SBH;1233373;23 Jan 20;PK5 BEGREEN V BOARD MASTER MARKER ASST;Writing & Machines;1;4.57
SBH;1239555;27 Mar 20;PK12 GLOVES RUBBER HOUSEHOLD GREEN MED;Cleaning, Hygiene & Workwear;1;4.49
SBH;1231523;7 Apr 20;PADLOCK WITH 3 KEYS 40MM;Furniture & Presentation;1;4.36
SBH;1232541;6 Mar 20;ALUMINIUM SNAP FRAME 210 X 297MM;Furniture & Presentation;1;4.32
SBH;1230269;27 May 20;ALUMINIUM SNAP FRAME 210 X 297MM;Furniture & Presentation;1;4.32
SBH;1237707;6 Jun 20;PK500 SECURITY SEALS PLAIN BLUE;Furniture & Presentation;1;4.26
SBH;1234122;6 Mar 20;PK500 SECURITY SEALS PLAIN BLUE;Furniture & Presentation;1;4.26
SBH;1232771;16 Jan 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1235858;12 Feb 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1233781;20 Feb 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1235076;13 Mar 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1235768;23 Jan 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1237421;10 Feb 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1237729;6 Jun 20;PK 10 SPIRAL PAD 125X200MM RLD 80 SHEET;GOS & Mailing;1;4.21
SBH;1233569;14 May 20;NDAY LASER LABELS 199.6 X 289.1MM;Paper, Envelopes & Labels;1;4.2
SBH;1230243;10 Jan 20;A4 SINGLE LITERATURE HOLDER;Filing & Solutions;1;4.15
SBH;1234999;4 Mar 20;PK200 ADHESIVE GLU DOTS BLUTACK EXTRA ST;GOS & Mailing;1;4.11
SBH;1237865;5 May 20;PROF DESCALER SPRAY VIAKAL 750ML;Cleaning, Hygiene & Workwear;1;4.09
SBH;1232925;6 Mar 20;DUSTP&BRUSH ST BK/WE BENTLEY HL.8009/PLT;Cleaning, Hygiene & Workwear;1;3.95
SBH;1236241;26 Feb 20;PK12 YW HOUSEHOLD RUBBER GLOVE MEDIUM;Cleaning, Hygiene & Workwear;1;3.93
SBH;1236881;28 Apr 20;PK12 YW HOUSEHOLD RUBBER GLOVE MEDIUM;Cleaning, Hygiene & Workwear;1;3.93
SBH;1238091;29 May 20;PK12 YW HOUSEHOLD RUBBER GLOVE MEDIUM;Cleaning, Hygiene & Workwear;1;3.93
SBH;1239721;14 Mar 20;PK12 YW HOUSEHOLD RUBBER GLOVE MEDIUM;Cleaning, Hygiene & Workwear;1;3.93
SBH;1235783;18 Jan 20;In Patient Menu PK=15;Other;1;3.92
SBH;1239244;22 Jan 20;Reduced Oncology Menu PK=10;Other;1;3.86
SBH;1237864;6 Jun 20;PK5 WASHPROOF PLASTERS DEPENDAPLAST 45;Cleaning, Hygiene & Workwear;1;3.77
SBH;1234912;2 Jun 20;AIR DUSTER OD 400ML HFC;Furniture & Presentation;1;3.76
SBH;1236508;20 Feb 20;PK3 JOTTA A5 PUKKA PADS;GOS & Mailing;1;3.73
SBH;1238399;3 Jan 20;3L REALLY USEFUL MINI BOX CLEAR;Filing & Solutions;1;3.72
SBH;1237363;31 Mar 20;2020 LABEL ROLL=1000;Other;1;3.7
SBH;1232776;16 Jan 20;PK12 NOTES OD 76X127;GOS & Mailing;1;3.69
SBH;1233285;29 Jan 20;Day Case Menu PK=15;Other;1;3.65
SBH;1235783;18 Jan 20;Day Case Menu PK=15;Other;1;3.65
SBH;1233407;16 Jan 20;PK12 GLOVES YELLOW RUBBER LARGE PAIR;Cleaning, Hygiene & Workwear;1;3.54
SBH;1239526;30 Jan 20;RUBBER BANDS OD 500G 160MMX3MM;GOS & Mailing;1;3.51
SBH;1239631;24 Mar 20;RUBBER BANDS OD 500G 160MMX3MM;GOS & Mailing;1;3.51
SBH;1235415;3 Jan 20;PK1000 PAPERCLIPS SV 30MM;GOS & Mailing;1;3.47
SBH;1239673;9 Jan 20;SCISSORS 15CM OD SOFT GR;GOS & Mailing;1;3.35
SBH;1235629;3 Jan 20;PK3 BATTERIES ATIVA NEW ALKALINE 9V;Technology & Computing;1;3.33
SBH;1237729;6 Jun 20;PK6 TAPE 24MMX66M ND;GOS & Mailing;1;3.27
SBH;1237730;6 Jun 20;PK6 TAPE 24MMX66M ND;GOS & Mailing;1;3.27
SBH;1233832;4 Feb 20;RM500 ED PAPR PK OD CONTR A4 80GSM;Paper, Envelopes & Labels;1;3.26
SBH;1233607;11 Jan 20;RM500   PAPR BE OD CONTR A4 80G;Paper, Envelopes & Labels;1;3.26
SBH;1237363;31 Mar 20;RM500 ED PAPR PK OD CONTR A4 80GSM;Paper, Envelopes & Labels;1;3.26
